id,trigger,conditions,script,text,options,notes
naderin_ftl_askPortbossOpt,PopulateOptions,"$postId == portmaster
$market.id == station_kapteyn
$global.naderin_ftl_located == true",,,"naderin_ftl_askPortboss:""I'm looking for a ship called 'The Luminary'.""",
naderin_ftl_askPortboss,DialogOptionSelected,"$option == naderin_ftl_askPortboss",,"""What, the Apogee that came in a while back?"" $HeOrShe stares at you for a moment, as if to size you up. ""Why are you asking?""","naderin_ftl_askPortbossBuy:""Just looking to buy it. For a fair price, of course.""
naderin_ftl_askPortbossInterest:""I'd like to see how the 'decorations' are coming along.""
cutCommLink:""Nevermind.""",
naderin_ftl_askPortbossBuy,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy","Call $global.naderin_ftl_ref updateData
SetTooltip naderin_ftl_askPortbossBuy25 ""A gut feeling tells you that offering only this much is a bad idea.""
FireBest naderin_ftl_askPortbossBuyCheck25
FireBest naderin_ftl_askPortbossBuyCheck50
FireBest naderin_ftl_askPortbossBuyCheck100","""Ah. But, alas. It is a shame that I must tell you no."" $HeOrShe sighs dramatically, suddenly swept up into theatrical flair. ""If only for the several thousands of us on the concourse mourning the brave crewmen that laid down their lives to obtain this great prize. What could you give, that they might give this memory of their sacrifice to you freely?""

You briefly glance down at a bridge console displaying a live feed of a crowd of onlookers watching a half-dozen or so oversized spray-cans on cranes adding to The Luminary's colourful paint job.","naderin_ftl_askPortbossBuy25:""Will 25,000 credits do?""
naderin_ftl_askPortbossBuy50:""50,000 credits, then.""
naderin_ftl_askPortbossBuy100:""100,000 credits, in honour of the fallen.""
cutCommLink:Make an excuse and cut the comm-link",
naderin_ftl_askPortbossBuy25,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy25","AdjustRepActivePerson INHOSPITABLE -5","$HeOrShe frowns. ""I see. Nevermind.""

They cut the comm-link.","cutCommLinkNoText:Continue",
naderin_ftl_askPortbossBuy25Check,naderin_ftl_askPortbossBuyCheck25,"$player.credits < 25000","SetEnabled naderin_ftl_askPortbossBuy25 false
SetTooltip naderin_ftl_askPortbossBuy25 ""You don't have the 25,000 credits needed for this.""",,,
naderin_ftl_askPortbossBuy50,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy50","SetStoryOption naderin_ftl_askPortbossBuy50Haggle 1 naderin_ftl_insisted ui_char_spent_story_point ""Convinced a portboss to hand over The Luminary for just 50,000 credits""
FireBest naderin_ftl_askPortbossBuyCheck75
FireBest naderin_ftl_askPortbossBuyCheck100","$HeOrShe shakes their head. ""Is this truly the price you are willing to pay? Are you so heartless to be unwilling to pay more credits, that the memories of the fallen might be honoured with the respect that they deserve?""

Another glance down at the console and you see that The Luminary has a lovely addition of a phallic object emblazoned upon an increasingly gaudy, glittery exterior.","naderin_ftl_askPortbossBuy50Haggle:Insist on 50,000 credits
naderin_ftl_askPortbossBuy75:""I can do no more than 75,000 credits.""
naderin_ftl_askPortbossBuy100:""100,000 credits, then.""
cutCommLink:Make an excuse and cut the comm-link",
naderin_ftl_askPortbossBuy50Check,naderin_ftl_askPortbossBuyCheck50,"$player.credits < 50000","SetEnabled naderin_ftl_askPortbossBuy50 false
SetTooltip naderin_ftl_askPortbossBuy50 ""You don't have the 50,000 credits needed for this.""",,,
naderin_ftl_askPortbossBuy100,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy100","AdjustRepActivePerson COOPERATIVE 5
AddCredits -100000","$HeOrShe is suddenly all smiles and platitudes. ""Damn, really? I, er, mean, truly, the people of this sector might still have hope if only there were more charitable folk like you. The arrangements will be made shortly.""

As $heOrShe makes a call in the background, you can't help but hear a mumble or two about all the gullible suckers in the world. You tune $himOrHer out and take the moment to glance down at the console, where you see that they're moving much faster than before. Hopefully, your client won't mind the cargo hold full of... things... being dumped onto The Luminary's defaced exterior. Or the creative phrasing and imagery they've used. 

Very creative, you have to admit.","naderin_ftl_buyLuminaryFromPortboss:Continue",
naderin_ftl_askPortbossBuy100Check,naderin_ftl_askPortbossBuyCheck100,"$player.credits < 100000","SetEnabled naderin_ftl_askPortbossBuy100 false
SetTooltip naderin_ftl_askPortbossBuy100 ""You don't have the 100,000 credits needed for this.""",,,
naderin_ftl_askPortbossBuy75,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy75","AdjustRepActivePerson COOPERATIVE 1
AddCredits -75000","$HeOrShe smiles at you, but only until the payment goes through. ""I am glad the two of us could come to an agreement. The arrangements will be made shortly.""

As $heOrShe makes a call in the background, you can't help but hear a mumble or two about the decline of good business in the sector. You tune $himOrHer out and take the moment to glance down at the console, where you see that they're moving much faster than before. Hopefully, your client won't mind the cargo hold full of... things... being dumped onto The Luminary's defaced exterior. Or the creative phrasing and imagery they've used. 

Very creative, you have to admit.","naderin_ftl_buyLuminaryFromPortboss:Continue",
naderin_ftl_askPortbossBuy75Check,naderin_ftl_askPortbossBuyCheck75,"$player.credits < 75000","SetEnabled naderin_ftl_askPortbossBuy75 false
SetTooltip naderin_ftl_askPortbossBuy75 ""You don't have the 75,000 credits needed for this.""",,,
naderin_ftl_askPortbossBuy50Haggle,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy50Haggle",,"You stop their 'impassioned speech' with a raised palm.

Stunning them into silence, you express your deep empathy and sincere desire to help all those affected in this unfortunate turn of events. There's a long speech about the expenses and time investment required to support the now impoverished, needy communities of traumatised citizens of the Persean Sector. Truly, it is a privilege to be able to support these people through these trying times, and there is no doubt that their name will be remembered for days to come should their promises come to fruition.","naderin_ftl_askPortbossBuy50HaggleCont:Continue",
naderin_ftl_askPortbossBuy50HaggleCont,DialogOptionSelected,"$option == naderin_ftl_askPortbossBuy50HaggleCont",,"Unfortunately, as the charitable individual you are, there is but only a limited amount of funding you can allocate to the various causes throughout the sector, and 50,000 is all you can spare. But there is hope! Already, your crew are sending along vast data packages filled to the brink with strategies and the helplines needed to bring all those affected out of the abyss of despair and towards a brand new dawn that is the future, for what future could there be but one where you hand over 50,000 credits in exchange for one Apogee?

""...Oh. You're right. What am I doing? Looking for profit when all these people... My people..."" $HeOrShe shakes $hisOrHer head. ""You are absolutely right. I will make the arrangements now. Please standby."" The comm-link feed cuts to what you find to be a surprisingly aesthetic holding screen.
OR
Unfortunately, as the charitable individual you are, there is but only a limited amount of funding you can allocate to the various causes throughout the sector, and 50,000 is all you can spare. But there is hope! Already, your crew are sending along vast data packages filled to the brink with strategies and the helplines needed to bring all those affected out of the abyss of despair and towards a brand new dawn that is the future, for what future could there be but one where you hand over 50,000 credits in exchange for one Apogee?

""...I, alright, okay, fine, please."" $HeOrShe shakes $hisOrHer head, defeated. ""Fine, fine. I'll make the arrangements now. And tell your crew to cut the damn wordy help packages, I don't need a thousand of them in my inbox!"" The comm-link feed fizzles to what you find to be a surprisingly aesthetic holding screen.","naderin_ftl_buyLuminaryFromPortbossAlt:Continue",
naderin_ftl_buyLuminaryFromPortboss,DialogOptionSelected,"$option ==  naderin_ftl_buyLuminaryFromPortboss","AddShip $naderin_ftl_luminary
$global.naderin_ftl_acquired = true
Call $global.naderin_ftl_ref updateStage","It is not long before you confirm receipt of The Luminary forming up alongside your $shipOrFleet.

""The ship may not appear up to spec, sure."" $HeOrShe pauses to find the words. ""Unfortunate, what hooligans get up to in space. But, from one pirate to their vict-, er, fellow spacer, it do be what it... do be? Whatever. Just take it and go.""","cutCommLink:Cut the comm-link",
naderin_ftl_buyLuminaryFromPortbossAlt,DialogOptionSelected,"$option ==  naderin_ftl_buyLuminaryFromPortbossAlt","AddCredits -50000
AddShip $naderin_ftl_luminary
AdjustRep $faction.id FRIENDLY 1
$global.naderin_ftl_acquired = true
Call $global.naderin_ftl_ref updateStage","The arrangements are made quickly and it is not long before you confirm receipt of The Luminary forming up alongside your $shipOrFleet.

""The ship may not appear up to spec, sure. Unfortunate, what hooligans get up to in space. But, from one pirate to their fellow spacer, it do be what it... do be? Or...""

They pause for a moment. $HeOrShe looks you up and down, but differently now. As if seeing someone else. ""Captain,"" $heOrShe nods. ""A pirate I may be, but I have work to do.""","cutCommLink:Cut the comm-link",
naderin_ftl_askPortbossInterest,DialogOptionSelected,"$option == naderin_ftl_askPortbossInterest
","$global.naderin_ftl_pink = true","""Pretty, eh? Bought it at a deep discount, I'll tell you. Bit bland as it stands, so I think the boys can spice it up a notch."" $HeOrShe brings up a live feed of the 'decorating', where you find a crowd of spectators watching oiled men crack bottles of slime against the hull while a half-dozen cranes operate strange makeshift devices from above.

""Ach, okay. I'll admit it. When they offered to decorate, I said yeah because they're all going to die in a dozen cycles or two, right? So go hog wild, have fun before we bury you in Ludd's embrace. And, well, I was expecting something... cooler. From them. You know? Like the Mk. II variants we have for some of the other ships. Not this."" They halfheartedly gesture with a hand. 

You have to admit, The Luminary might be a little more pink and glittery than anyone ever expected it to be.","naderin_ftl_askPortbossBuy:""Just looking to buy it. For a fair price, of course.""
cutCommLink:""Nevermind.""",
"#END Ask Comm Directory",,,,,,
"#END The Starworks",,,,,,
,,,,,,
# Luminary Found,,,,,,
naderin_ftl_withLuminary,PickGreeting,"$naderin_ftl_giver == true",,,,
"#END Luminary Found",,,,,,
"#END Finding The Luminary",,,,,,
,,,,,,
# A Curious Probe,,,,,,
,,,,,,
# That's A Probe,,,,,,
"#END That's A Probe",,,,,,
,,,,,,
# Looking For A Reward,,,,,,
"#END Looking For A Reward",,,,,,
"#END A Curious Probe",,,,,,
,,,,,,
# Just Like Alexander At Telemessos,,,,,,
"#END Just Like Alexander At Telemessos",,,,,,
,,,,,,
# The Derinkuyu Drop,,,,,,
,,,,,,
# Starting Bar Event,,,,,,
naderin_tdd_barOpt,AddBarEvents,"#RollProbability 0.3
RollProbability 0
$market.id != derinkuyu_market
!$global.isInTutorial
!$global.naderin_tdd_acceptedMission","AddBarEvent naderin_tdd_mission ""Speak with the quiet man at the end of the bar"" ""At the end of the bar, a quiet man sits alone tapping on their Tri-Pad. They glance around from time to time, clearly waiting for something — or someone.""",,,
naderin_tdd_barSel,DialogOptionSelected,"$option == naderin_tdd_mission","$missionId = naderin_tdd
NaderinSetActivePerson ""naderin_harlan""
SetTextHighlights 75,000
FireAll naderin_tdd_barDialogOpts","""Finally!"" He breathes a sigh of relief as you approach. ""Nobody's been taking me up on this opportunity, and I've been begging for days!""

""It's just like any other dead drop. Nothing special with the location, nothing special with the package. Can't understand why nobody's taking me up on this!"" There's a trace of uncertainty in their voice.

They laugh unconfidently, tapping on their Tri-Pad far too much. An act, likely just to look busy. In control. But you can see it's all bravado.

And yet, for what?

""I can arrange a payment of 75,000 credits upon completion. No deadline, as long as you make the drop. And, of course, don't be seen making it. All standard stuff. That's okay with you, right?""
",,"# I bet there's an easier way to set the active person that I missed"
naderin_tdd_barSelAgain,DialogOptionSelected,"$option == naderin_tdd_mission
$global.naderin_tdd_missionDeclinedBefore == true","$missionId = naderin_tdd
NaderinSetActivePerson ""naderin_harlan""
SetTextHighlights 75,000
FireAll naderin_tdd_barDialogOpts","""You again?"" He eyes you up and down as you approach. ""Did you change your mind?""

They blink incredulously for a moment, before shaking their head.

""Let me remind you of the details. I'll tell you where to make the drop after you accept. There's no deadline, as long as you complete the drop. You'll receive a payment of 75,000 credits upon completion. And, of course, don't be seen doing the deed. This okay with you?""",,
naderin_tdd_convoAskOpt,naderin_tdd_barDialogOpts,"!$askedDetails",,,"naderin_tdd_convoAsk:""And where would I be delivering this package?""",
naderin_tdd_convoAsk,DialogOptionSelected,"$option == naderin_tdd_convoAsk","$askedDetails = true
FireAll naderin_tdd_barDialogOpts","He stares at his Tri-Pad for a moment before looking back at you.

""I can't say. Confidential until you accept.""

You get the feeling they don't actually know where it's supposed to be going.",,
naderin_tdd_nervesOpt1,naderin_tdd_barDialogOpts,"!$askedNerves1
!$global.naderin_tdd_missionDeclinedBefore",,,"naderin_tdd_convo1:""You're awfully nervous about this.""",
naderin_tdd_convo1,DialogOptionSelected,"$option == naderin_tdd_convo1","$askedNerves1 = true
FireAll naderin_tdd_barDialogOpts","There's a moment of silence before he responds.

""Am I?"" They chuckle to themselves, but nobody's smiling.",,
naderin_tdd_nervesOpt2,naderin_tdd_barDialogOpts,"$askedNerves1
!$askedNerves2",,,"naderin_tdd_convo2:""You look pretty nervous to me.""",
naderin_tdd_convo2,DialogOptionSelected,"$option == naderin_tdd_convo2","$askedNerves2 = true
FireAll naderin_tdd_barDialogOpts","They blink at you in another moment of silence.

It's far too long before they respond. ""I can't say anything more than I already have. Are you taking the job or not?""",,
naderin_tdd_acceptOpt,naderin_tdd_barDialogOpts,,,,"naderin_tdd_accept:Accept",
naderin_tdd_accept,DialogOptionSelected,"$option == naderin_tdd_accept","unset $askedDetails
unset $askedNerves1
unset $askedNerves2
AdjustRepPerson naderin_harlan FRIENDLY 5","They slam down their Tri-Pad, staring at you with a grin that's just far too wide.

""Yes! Thank you. Thank you, thank you, thank you! You won't regret this!"" There's a flurry of handshakes and tears streaming down his face, and he's far too close for comfort.

Just as the overenthusiastic handshaking begins to feel excessively excessive, he steps back a bit, perhaps realising that dribbling snot all over your shoulder isn't making the best impression on you.","naderin_tdd_accept2:Ask where you're delivering the package",
naderin_tdd_accept2,DialogOptionSelected,"$option == naderin_tdd_accept2","BeginMission naderin_tdd
$global.naderin_tdd_acceptedMission = true","""Ah. Right. You need to know where..."" It's only a few taps later on his Tri-Pad that your own pings with a notification. ""So, the package is on the way to your fleet. But, ah.""

There's always something wrong, isn't there?

""Apologies. You'll need to contact someone over at Derinkuyu for the location of the drop. I'm just a middleman!""

You watch as they scurry off into some corner of the bar, ordering themselves a round of drinks before you can get a word in. 

It's only when your crew begins loading the package — a shielded crate of... something — onto your flagship that you begin to wonder just what you've gotten yourself into.","naderin_tdd_badger:Demand an explanation
naderin_tdd_examine:Examine the package discreetly
backToBar:Return to the bar",
naderin_tdd_badger,DialogOptionSelected,"$option == naderin_tdd_badger",,"By the time you catch up with them, they're dead drunk.

You find it unlikely they'll be able to tell you anything of value.","naderin_tdd_examine:Examine the package discreetly
backToBar:Take a look around the bar",
naderin_tdd_examine,DialogOptionSelected,"$option == naderin_tdd_examine","HideFirstPerson
ShowDefaultVisual","In this day and age, only the most trusting of captains agree to deliver things without checking what they're carrying. You are not one of them.

With practiced precision, your technicians and engineers crack open the shielded crate without tripping any alarms or hidden security measures. It doesn't take long to discover a custom-built miniaturized stealth relay, folded neatly and waiting to conduct any number of nefarious schemes upon its enemies.

""Hey, watch it!"" You hear your chief engineer suddenly bark over comms, overeager machinery powering down in the background. ""The crate was one thing, this is another. Everyone knows these things could be rigged to explode if you touch them wrong. Plus, if we break it apart... well. Scans first.""","naderin_tdd_examine2:Watch your crew get to work",
naderin_tdd_examine2,DialogOptionSelected,"$option == naderin_tdd_examine2",,"It is after a few scans (and a lecture on following protocol) that your crew discover that the relay is based on already existing designs, only with significant exterior markings and modifications on top. Non-intrusive examinations of the relay's structure are as thorough as possible, but unfortunately the crew are forced to go without the gung-ho of engineering's brand new laser powered breach cutters.

""Could've sworn... no, it's fine work, but not military. Whoever made this slapped on some exterior modifications to a common, downscaled design, which reminds me of the shortcuts you'd find apprentices make on their assessments."" Your chief engineer chuckles to themselves, shaking their head a little. ""I suppose this level of makeshift work could plausibly pass for spaceworthy. Not that anyone in their right mind would ever consider it up to code.""","naderin_tdd_examine3:Continue",
naderin_tdd_examine3,DialogOptionSelected,"$option == naderin_tdd_examine3",,"It doesn't take too long for the final report to show up on your Tri-Pad.

""Looks like this is meant to just broadcast a message,"" your tech officer reports to you. ""What message, if any, we can only know when we make the drop.""","backToBar:Return to the bar",
naderin_tdd_declineOpt,naderin_tdd_barDialogOpts,,,,"naderin_tdd_decline:Decline",
naderin_tdd_decline,DialogOptionSelected,"$option == naderin_tdd_decline","$global.naderin_tdd_missionDeclinedBefore = true","""Oh. Okay.""

That's all he says to you as you walk away.
OR
""Ah. Well. That's fine.""

He returns to their Tri-Pad, tapping away for reasons only they know.","backToBar:Take a look around the bar",
"#END Starting Bar Event",,,,,,
,,,,,,
# Contact Remy,,,,,,
naderin_tdd_remyGreeting,PickGreeting,"$id == naderin_remy
Call $naderin_tdd_ref updateData
$naderin_tdd_stage == CONTACT score:1000","ShowPersonVisual
FireAll PopulateOptions","The moment you connect, you see Remy staring at you with bloodshot eyes. Behind him, you see empty alcohol bottles littering his apartment, accompanied by soaked paper documents strewn about haphazardly.",,
naderin_tdd_remyConvOpts,PopulateOptions,"$id == naderin_remy
Call $naderin_tdd_ref updateData
$naderin_tdd_stage == CONTACT score:1000",,,"naderin_tdd_remyHello:""Hello?""
naderin_tdd_remyDetails:""I was told to call you for the details about a dead drop.""
naderin_tdd_remyNothing:Say nothing",
naderin_tdd_remyHello,DialogOptionSelected,"$option == naderin_tdd_remyHello",,"They blink at you for a few seconds before suddenly sitting up in their seat, trying to regain some sense of composure.

""Ah, yes, hello! Bright stars, and all that. What are you here for?""","naderin_tdd_remyHello2:""Do the words 'dead drop' ring any bells for you?""
naderin_tdd_remyDetails:""I was told to call you for the details about a dead drop.""",
naderin_tdd_remyHello2,DialogOptionSelected,"$option == naderin_tdd_remyHello2",,"""What? Oh, it's you! Harlan sent me a message the moment you said yes.""

""I wasn't expecting anyone to take on this mission after how long I'd been waiting... but now that you're here, I can finally get this thing off my back! You have no idea all the troubles I've had to go through. Getting Harlan to ask around was my last resort. After talking to all those stuck-up assholes myself—""

Remy decides at that moment to take a swig of alcohol from a bottle beside him, as if there were some metaphorical weight lifting off their shoulders.

""I really can't thank you enough. I mean it. Really.""","naderin_tdd_remyDetails:Ask where you're delivering the drop",
naderin_tdd_remyNothing,DialogOptionSelected,"$option == naderin_tdd_remyNothing",,"You stare silently at them, waiting for a response. Remy simply stares back, also waiting for you to say something.

Seconds go by before you get the feeling that you should probably start talking.","naderin_tdd_remyHello:""Hello?""
naderin_tdd_remyDetails:""I was told to call you for the details about a dead drop.""",
naderin_tdd_remyDetails,DialogOptionSelected,"$option == naderin_tdd_remyDetails","Call $naderin_tdd_ref viewMap ""Destination: $naderin_tdd_systemName""
Call $naderin_tdd_ref updateStage
FireAll naderin_tdd_remyDetailOpts
SetTextHighlights $naderin_tdd_systemName $naderin_tdd_dist
$naderin_tdd_drop = true","Remy slaps their forehead. ""Right! That! Why else, but... You're here to... yeah, yeah.""

He leans off to the side, picking up a datapad. ""If you would please go to the $naderin_tdd_systemName about $naderin_tdd_dist light-years away, and drop off the package at the location specified there...""

His voice trails off into the air. Your nav officer receives a ping moments later. Coordinates received.

""That would be perfect!"" Remy beams at you with a thankful smile. ""I trust you can get this done in a jiffy, despite the danger! But no rush, no rush. There's no deadline for this mission. Good luck!""",,"# Call viewMap is not vanilla. change required likely due to Remy not being original quest giver
# SetStoryPoint fractions found/set in settings.json
# Some of those scripts are probably unnecessary"
naderin_tdd_askDangerOpt,naderin_tdd_remyDetailOpts,"!$askedAboutDanger",,,"naderin_tdd_askDanger:""Danger?""",
naderin_tdd_askDanger,DialogOptionSelected,"$option == naderin_tdd_askDanger","$askedAboutDanger = true
FireAll naderin_tdd_remyDetailOpts","""Oh. Uh. Just a few pirates on the way, that's all. It's sort of the reason nobody wanted to take the mission."" Remy chuckles to himself, as if not believing his own words.

""Nothing someone like you can't handle, though. Right?""",,
naderin_tdd_askCrewOpt,naderin_tdd_remyDetailOpts,"$askedAboutDanger
!$askedCrewAboutDanger",,,"naderin_tdd_askCrew:Ask your information officer about the 'danger'",
naderin_tdd_askCrew,DialogOptionSelected,"$option == naderin_tdd_askCrew",,"Your officer taps a bit on their console, but it's clear that they already know what the danger might be about.

""There's rumours. They all seem wholly unsubstantiated, but there's something that comes up just enough that people think it could be true. It's the name, 'Kanta'.""","naderin_tdd_askCrew2:Continue",
naderin_tdd_askCrew2,DialogOptionSelected,"$option == naderin_tdd_askCrew2","$askedCrewAboutDanger = true
FireAll naderin_tdd_remyDetailOpts","""It's not clear how they're related. But I'd bet they're related somehow.""

Your ops chief chimes in from the side. ""There's every chance the rumors are all fabricated. Nothing like slandering someone on the local forums to run them out of business.""

There's nothing concrete, but you realise you do have the option of just asking Remy outright.",,
naderin_tdd_askCrew3Opt,naderin_tdd_remyDetailOpts,"$askedCrewAboutDanger
!$askedRemyAboutDanger",,,"naderin_tdd_askCrew3:Confront Remy with this information",
naderin_tdd_askCrew3,DialogOptionSelected,"$option == naderin_tdd_askCrew3","$askedRemyAboutDanger = true
FireAll naderin_tdd_remyDetailOpts","""Uh, Kanta? That Kanta?"" He blinks for a second, an eyebrow raised in thought. ""If I were on her bad side, I'd be dead. And if I were on her good side, well, I wouldn't be here.""

He swishes his bottle of cheap alcohol around idly. You don't have the impression that Remy's much of a good actor, but it's certainly possible that he's lying.

It's equally possible that you're overthinking this.",,
naderin_tdd_askForMoreOpt,naderin_tdd_remyDetailOpts,"!$askedForMore","SetStoryOption naderin_tdd_askForMore 1 naderin_askedForMoney ui_char_spent_story_point ""Convinced Remy to give you more credits to complete a dead drop""",,"naderin_tdd_askForMore:""Actually, that's a little far. I need more credits.""",
naderin_tdd_askForMore,DialogOptionSelected,"$option == naderin_tdd_askForMore",,"The pay might already be enough to cover anyone else's expenses, but you think you could make a pretty good case as to why you of all people deserve a little extra.

""What? Why would you need...?""","naderin_tdd_askForMore2:Explain the risks you're taking",
naderin_tdd_askForMore2,DialogOptionSelected,"$option == naderin_tdd_askForMore2",,"You make a few vague statements, letting Remy do all the thinking in your stead. Over a matter of minutes, you slowly see his face change several times as the gears click in his brain.

""...right, right. More credits would make sense. You need fuel and supplies, and maybe a little extra as a buffer for unforeseen damages. That'd mean this would have to be an advance on the original reward. And then add some more for delivering something nobody else wanted to deliver...""","naderin_tdd_askForMore3Opt1:""You're starting to understand now.""
naderin_tdd_askForMore3Opt2:Stay silent","# despite leading to the same dialogue, these options have to be different to prevent breaking keyboard shortcuts (i.e. the press 1 for opt 1, 2 for 2, etc.)"
naderin_tdd_askForMore3Opt1,DialogOptionSelected,"$option == naderin_tdd_askForMore3Opt1","$option = naderin_tdd_askForMore3
FireBest DialogOptionSelected",,,
naderin_tdd_askForMore3Opt2,DialogOptionSelected,"$option == naderin_tdd_askForMore3Opt2","$option = naderin_tdd_askForMore3
FireBest DialogOptionSelected",,,
naderin_tdd_askForMore3,DialogOptionSelected,"$option == naderin_tdd_askForMore3","AddCredits 25000
$askedForMore = true
Call $naderin_tdd_ref updateStage","Eventually, you see the credits enter your account. 

""That's all I can give you on top of what we've already agreed on."" Remy grimaces, tapping rapidly on something off screen. ""Unfortunately, I now have some pressing business to attend to on account of the gaping hole in my account, so if you'll excuse me...""

Then with a swipe of his fingers, Remy cuts off the connection. It seems he'll be busy for a while yet.","cutCommLinkNoText:Continue",
naderin_tdd_remyLeaveOpt,naderin_tdd_remyDetailOpts,,,,"naderin_tdd_remyLeave:Cut the comm link",
naderin_tdd_remyLeave,DialogOptionSelected,"$option == naderin_tdd_remyLeave","$option = cutCommLinkNoText
FireBest DialogOptionSelected
Call $naderin_tdd_ref updateStage","You cut the comm link.

Not a minute after does an apologetic message arrive from Remy, suddenly informing you that you'll have to return to him to recieve payment, rather than immediately upon making the drop.

You get the feeling that there'll be more unforeseen complications in the future.",,
naderin_tdd_greetAgain,PickGreeting,"$id == naderin_remy
Call $naderin_tdd_ref updateData
$naderin_tdd_stage == DROP_OFF score:1000","ShowPersonVisual
FireAll PopulateOptions","Remy looks up and down at you with a frown.

""What is it? Need me to wish you bright burns, and all that?"" He sighs. ""I don't have anything else for you. It's up to you to make the drop, whether it be this cycle or the next. And I appreciate that you've agreed to do it in place of all the other captains that've refused, but...""

They lean in, their face taking up the entire screen.

""You ARE going to make the drop, right? Eventually?""",,
naderin_tdd_greetAgainOpts,PopulateOptions,"$id == naderin_remy
Call $naderin_tdd_ref updateData
$naderin_tdd_stage == DROP_OFF score:1000",,,"naderin_tdd_greetAgainYes:""Of course.""
naderin_tdd_greetAgainMaybe:""I'll get around to it.""
naderin_tdd_greetAgainNo:""No.""
naderin_tdd_greetAgainSilence:Say nothing",
naderin_tdd_greetAgainYes,DialogOptionSelected,"$option == naderin_tdd_greetAgainYes",,"There's a sigh of relief as they lean back into their seat.

""Right, right. You aren't the kind of space captain to renege on their promises, leaving missions incomplete. I knew you were the good sort right from the start!""

Already, you see another cheap bottle of liquor being dragged out from the side. Remy takes large gulps of his drink as you ponder what to do next.","cutCommLink:Cut the comm link",
naderin_tdd_greetAgainMaybe,DialogOptionSelected,"$option == naderin_tdd_greetAgainMaybe",,"Remy blinks at you.

""Well, as long as you do it at some point, I'm happy with that. You aren't getting paid until you do it after all!""

You watch as another cheap bottle of liquor is dragged out from the side. Remy takes large gulps of his drink as you ponder what to do next.","cutCommLink:Cut the comm link",
naderin_tdd_greetAgainNo,DialogOptionSelected,"$option == naderin_tdd_greetAgainNo",,"One second of silence drags out to two, then four, then eight, then sixteen...

""You're joking, right?""","cutCommLink:Cut the comm link",
naderin_tdd_greetAgainSilence,DialogOptionSelected,"$option == naderin_tdd_greetAgainSilence",,"Remy shakes their head. ""It was just one of them rhetorical questions anyway. Well, I have business to attend to, so burn bright captain, and I'll hopefully see you later when you've done your job. Because you will do it! Right? Right!?""

They look at you, then at the bottles strewn about behind them, then again back at you.

""Okay! Anyway, I won't keep you! Bye!"" It's at that very second that they begin mashing at the cut-off button, leaving you to wonder just what crazy thoughts your silence has put in their head.","cutCommLinkNoText:Continue",
"#END Contact Remy",,,,,,
,,,,,,
# Drop Interaction,,,,,,
naderin_tdd_printHostilesText,OpenInteractionDialog,"$naderin_tdd_target score:1000
IsSeenByAnyFleet
Call $naderin_tdd_ref updateData","ShowDefaultVisual","Your $shipOrFleet was recently detected - or is currently being tracked by - a nearby fleet, and dropping off the shielded crate at the specified location is extremely inadvisable.","defaultLeave:Leave",
naderin_tdd_objectInteraction,OpenInteractionDialog,"$naderin_tdd_target score:1000
Call $naderin_tdd_ref updateData","ShowDefaultVisual","Your nav officer reports that your $shipOrFleet has arrived at the coordinates provided by $naderin_tdd_personName.

Preparations have already been made to handle whatever trouble might come out of this dead drop - notably far more than most other drops you've done before. Ship sensors are primed, guns readied, and crew on high alert.

The $naderin_tdd_thing is held gently in a cargo drone's manipulator arms, ready for deployment. The go-button flashes softly on your command interface.","naderin_tdd_objectScan1:Drop it off in a stable orbit
defaultLeave:Leave",
naderin_tdd_objectScan1,DialogOptionSelected,"$option == naderin_tdd_objectScan1","ShowImageVisual vanilla_generic_probe","The bay doors open, and the cargo drone extends its arms. Then, gently, its manipulators release.

There's a moment of bated breath as a miniaturized stealth relay unfolds itself, sliding out of the now unshielded crate. You watch the display feed as maneuvering thrusters softly glide the relay away from your flagship, and into space.

The image flickers, warbles, shakes... then nothing.

Your sensors officer looks up, a thin sheen of sweat on their forehead. ""$PlayerSirOrMadam, we've lost the nav. It's gone.""","naderin_tdd_objectScan2:Continue","# generic_probe wasn't available, so I just copied it from the files and added it into the mod as vanilla_generic_probe (also involves settings.json)"
naderin_tdd_objectScan2,DialogOptionSelected,"$option == naderin_tdd_objectScan2",,"There's a sense of déjà vu as crew chatter quietly over comms, incredulous. Was that it? Just a souped-up civilian relay made for military-spec adventures? No trigger-happy fleets coming to claim the lives of your crew any more than usual?

""There were rumours,"" your sensors officer mumbles aloud to themselves. ""Nobody thought it was worth the risk.""","naderin_tdd_objectScanSuperstitions:""Sometimes, rumors are just that. Nothing more.""
naderin_tdd_objectScanWhy:""There's something coming our way, isn't there?""
naderin_tdd_objectScan3:Continue",
naderin_tdd_objectScanSuperstitions,DialogOptionSelected,"$option == naderin_tdd_objectScanSuperstitions","$player.ethosKnowledge++","Your crew exchange glances.

""As you say, $playerSirOrMadam.""","naderin_tdd_objectScan3:Continue",
